"Refprod";"Nomprod";"NoFour";"CodeCateg";"NoSousCateg";"QteParUnit";"PrixUnit";"UnitesStock";"UnitesCom";"NiveauReap";"Indisponible"
1955;"Raie, rôtie/cuite au four";34;43;1955;"1";8,15 €;100;0;0;0
1956;"Roussette ou petite roussette ou saumonette, cuite";34;43;1956;"1";12,72 €;100;0;0;0
1957;"Saumon fumé";34;43;1957;"1";12,72 €;100;0;0;0
1958;"Saumon, cuit à la vapeur";34;43;1958;"1";7,39 €;100;0;0;0
1959;"Thon, rôti/cuit au four";34;43;1959;"1";5,82 €;100;0;0;0
1960;"Sole, cuite à la vapeur";34;43;1960;"1";6,59 €;100;0;0;0
1961;"Sole, rôtie/cuite au four";34;43;1961;"1";8,49 €;100;0;0;0
1962;"Sole, bouillie/cuite à l'eau";34;43;1962;"1";8,49 €;100;0;0;0
1963;"Sole, frite";34;43;1963;"1";7,16 €;100;0;0;0
1964;"Raie, cuite au court-bouillon";34;43;1964;"1";8,61 €;100;0;0;0
1965;"Lotte ou baudroie, grillée/poêlée";34;43;1965;"1";8,26 €;100;0;0;0
1966;"Maquereau, fumé";34;43;1966;"1";6,93 €;100;0;0;0
1967;"Haddock (fumé) ou églefin fumé";34;43;1967;"1";6,05 €;100;0;0;0
1968;"Espadon, rôti/cuit au four";34;43;1968;"1";7,35 €;100;0;0;0
1969;"Turbot, rôti/cuit au four";34;43;1969;"1";5,82 €;100;0;0;0
1970;"Merlu, cuit à l'étouffée";34;43;1970;"1";8,61 €;100;0;0;0
1971;"Églefin, grillé/poêlé";34;43;1971;"1";8,49 €;100;0;0;0
1972;"Sardine, grillée";34;43;1972;"1";8,61 €;100;0;0;0
1973;"Vivaneau, cuit";34;43;1973;"1";10,97 €;100;0;0;0
1974;"Rascasse, cuite à la vapeur";34;43;1974;"1";11,16 €;100;0;0;0
1975;"Lieu ou colin d'Alaska, fumé";34;43;1975;"1";14,21 €;100;0;0;0
1976;"Saumon, cuit au micro-ondes, élevage";34;43;1976;"1";7,35 €;100;0;0;0
1977;"Saumon, bouilli/cuit à l'eau, élevage";34;43;1977;"1";11,92 €;100;0;0;0
1978;"Dorade grise, ou daurade grise, ou griset, rôtie/cuite au four";34;43;1978;"1";11,92 €;100;0;0;0
1979;"Saumon, grillé/poêlé";34;43;1979;"1";6,59 €;100;0;0;0
1980;"Saumon, élevage, rôti/cuit au four";34;43;1980;"1";6,62 €;100;0;0;0
1981;"Hareng fumé, à l'huile";34;43;1981;"1";7,39 €;100;0;0;0
1982;"Julienne ou Lingue, cuite";34;43;1982;"1";9,29 €;100;0;0;0
1983;"Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur";34;43;1983;"1";9,29 €;100;0;0;0
1984;"Sole, poêlée";34;43;1984;"1";7,96 €;100;0;0;0
1985;"Anguille, cuite (aliment moyen)";34;43;1985;"1";9,41 €;100;0;0;0
1986;"Anguille, rôtie/cuite au four";34;43;1986;"1";9,06 €;100;0;0;0
1987;"Anguille, bouillie/cuite à l'eau";34;43;1987;"1";7,73 €;100;0;0;0
1988;"Brochet, rôti/cuit au four";34;43;1988;"1";6,85 €;100;0;0;0
1989;"Carpe, rôtie/cuite au four";34;43;1989;"1";8,15 €;100;0;0;0
1990;"Perche, rôtie/cuite au four";34;43;1990;"1";6,62 €;100;0;0;0
1991;"Truite, rôtie/cuite au four";34;43;1991;"1";9,41 €;100;0;0;0
1992;"Truite, cuite à la vapeur";34;43;1992;"1";9,29 €;100;0;0;0
1993;"Truite arc en ciel, élevage, rôtie/cuite au four";34;43;1993;"1";9,41 €;100;0;0;0
1994;"Truite arc en ciel, élevage, cuite à la vapeur";34;43;1994;"1";11,77 €;100;0;0;0
1995;"Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit";34;43;1995;"1";11,96 €;100;0;0;0
1996;"Truite d'élevage, fumée";34;43;1996;"1";15,01 €;100;0;0;0
1997;"Bar commun ou loup, rôti/cuit au four";34;43;1997;"1";8,15 €;100;0;0;0
1998;"Bar rayé ou bar d'Amérique, cru";34;43;1998;"1";12,72 €;100;0;0;0
1999;"Lieu ou colin d'Alaska, cru";34;43;1999;"1";12,72 €;100;0;0;0
2000;"Flétan de l'Atlantique ou flétan blanc, cru";34;43;2000;"1";7,39 €;100;0;0;0
2001;"Hareng, cru";34;43;2001;"1";5,82 €;100;0;0;0
2002;"Lotte ou baudroie, crue";34;43;2002;"1";6,59 €;100;0;0;0
2003;"Saumon, cru, élevage";34;43;2003;"1";8,49 €;100;0;0;0
2004;"Turbot sauvage, cru";34;43;2004;"1";8,49 €;100;0;0;0
2005;"Cabillaud, cru";34;43;2005;"1";7,16 €;100;0;0;0
2006;"Merlu, cru";34;43;2006;"1";8,61 €;100;0;0;0
2007;"Lieu noir, surgelé, cru";34;43;2007;"1";8,26 €;100;0;0;0
2008;"Merlu, filet, surgelé, cru";34;43;2008;"1";6,93 €;100;0;0;0
2009;"Maquereau, cru";34;43;2009;"1";6,05 €;100;0;0;0
2010;"Raie, crue";34;43;2010;"1";7,35 €;100;0;0;0
2011;"Thon, cru";34;43;2011;"1";5,82 €;100;0;0;0
2012;"Carrelet ou plie, cru";34;43;2012;"1";8,61 €;100;0;0;0
2013;"Limande, crue";34;43;2013;"1";8,49 €;100;0;0;0
2014;"Sole, crue";34;43;2014;"1";8,61 €;100;0;0;0
2015;"Rascasse, crue";34;43;2015;"1";10,97 €;100;0;0;0
2016;"Thon albacore ou thon jaune, cru";34;43;2016;"1";11,16 €;100;0;0;0
2017;"Sardine, crue";34;43;2017;"1";14,21 €;100;0;0;0
2018;"Thon listao ou Bonite à ventre rayé, cru";34;43;2018;"1";7,35 €;100;0;0;0
2019;"Thon rouge, cru";34;43;2019;"1";11,92 €;100;0;0;0
2020;"Bar commun ou loup, cru, sans précision";34;43;2020;"1";11,92 €;100;0;0;0
2021;"Roussette ou petite roussette ou saumonette, crue";34;43;2021;"1";6,59 €;100;0;0;0
2022;"Bar ou loup de l'Atlantique, cru";34;43;2022;"1";6,62 €;100;0;0;0
2023;"Thon germon ou thon blanc, cru";34;43;2023;"1";7,39 €;100;0;0;0
2024;"Anchois commun, cru";34;43;2024;"1";9,29 €;100;0;0;0
2025;"Dorade royale, ou daurade ou vraie daurade, crue, sauvage";34;43;2025;"1";9,29 €;100;0;0;0
2026;"Espadon, cru";34;43;2026;"1";7,96 €;100;0;0;0
2027;"Éperlan, cru";34;43;2027;"1";9,41 €;100;0;0;0
2028;"Cardine franche, crue";34;43;2028;"1";9,06 €;100;0;0;0
2029;"Rouget-barbet de roche, cru";34;43;2029;"1";7,73 €;100;0;0;0
2030;"Dorade royale ou daurade ou vraie daurade, crue, élevage";34;43;2030;"1";6,85 €;100;0;0;0
2031;"Mulet, cru";34;43;2031;"1";8,15 €;100;0;0;0
2032;"Truite de mer, crue";34;43;2032;"1";6,62 €;100;0;0;0
2033;"Merlan, cru";34;43;2033;"1";9,41 €;100;0;0;0
2034;"Morue, salée, sèche";34;43;2034;"1";9,29 €;100;0;0;0
2035;"Dorade grise, ou daurade grise, ou griset, crue";34;43;2035;"1";9,41 €;100;0;0;0
2036;"Bogue, crue";34;43;2036;"1";11,77 €;100;0;0;0
2037;"Bonite, crue";34;43;2037;"1";11,96 €;100;0;0;0
2038;"Maquereau espagnol ou maquereau blanc ou billard, cru";34;43;2038;"1";15,01 €;100;0;0;0
2039;"Denté, cru";34;43;2039;"1";8,15 €;100;0;0;0
2040;"Saint-Pierre, cru";34;43;2040;"1";12,72 €;100;0;0;0
2041;"Grondin, cru";34;43;2041;"1";12,72 €;100;0;0;0
2042;"Corb, cru";34;43;2042;"1";7,39 €;100;0;0;0
2043;"Capelan, cru";34;43;2043;"1";5,82 €;100;0;0;0
2044;"Dorade rose, ou daurade rose, crue";34;43;2044;"1";6,59 €;100;0;0;0
2045;"Rouget-barbet de roche, vapeur";34;43;2045;"1";8,49 €;100;0;0;0
2046;"Saupe, crue";34;43;2046;"1";8,49 €;100;0;0;0
2047;"Chinchard, cru";34;43;2047;"1";7,16 €;100;0;0;0
2048;"Églefin, cru";34;43;2048;"1";8,61 €;100;0;0;0
2049;"Congre, cru";34;43;2049;"1";8,26 €;100;0;0;0
2050;"Grenadier (de roche), cru";34;43;2050;"1";6,93 €;100;0;0;0
2051;"Lieu jaune ou colin, cru";34;43;2051;"1";6,05 €;100;0;0;0
2052;"Julienne ou Lingue, crue";34;43;2052;"1";7,35 €;100;0;0;0
2053;"Grand sébaste, ou dorade sébaste, ou daurade sébaste, cru";34;43;2053;"1";5,82 €;100;0;0;0
2054;"Tacaud, cru";34;43;2054;"1";8,61 €;100;0;0;0
2055;"Lieu noir, cru";34;43;2055;"1";8,49 €;100;0;0;0
2056;"Limande-sole, crue";34;43;2056;"1";8,61 €;100;0;0;0
2057;"Foie de morue, cru";34;43;2057;"1";10,97 €;100;0;0;0
2058;"Vivaneau, cru";34;43;2058;"1";11,16 €;100;0;0;0
2059;"Lavaret, cru";34;43;2059;"1";14,21 €;100;0;0;0
2060;"Sabre, cru";34;43;2060;"1";7,35 €;100;0;0;0
2061;"Flétan du Groënland ou flétan noir ou flétan commun, cru";34;43;2061;"1";11,92 €;100;0;0;0
2062;"Carangue, cru";34;43;2062;"1";11,92 €;100;0;0;0
2063;"Coulirou, cru";34;43;2063;"1";6,59 €;100;0;0;0
2064;"Saumon, cru, sauvage";34;43;2064;"1";6,62 €;100;0;0;0
2065;"Requin, cru";34;43;2065;"1";7,39 €;100;0;0;0
2066;"Orphie commune, crue";34;43;2066;"1";9,29 €;100;0;0;0
2067;"Lompe, crue";34;43;2067;"1";9,29 €;100;0;0;0
2068;"Brème, cru";34;43;2068;"1";7,96 €;100;0;0;0
2069;"Omble chevalier, cru";34;43;2069;"1";9,41 €;100;0;0;0
2070;"Loup tacheté, cru";34;43;2070;"1";9,06 €;100;0;0;0
2071;"Sprat, cru";34;43;2071;"1";7,73 €;100;0;0;0
2072;"Turbot, cru";34;43;2072;"1";6,85 €;100;0;0;0
2073;"Corégone lavaret, cru";34;43;2073;"1";8,15 €;100;0;0;0
2074;"Mérou, cru";34;43;2074;"1";6,62 €;100;0;0;0
2075;"Lingue bleue ou Lingue, crue";34;43;2075;"1";9,41 €;100;0;0;0
2076;"Sole tropicale ou Sole langue, crue";34;43;2076;"1";9,29 €;100;0;0;0
2077;"Turbot d'élevage, cru";34;43;2077;"1";9,41 €;100;0;0;0
2078;"Plie commune, crue";34;43;2078;"1";11,77 €;100;0;0;0
2079;"Bar commun ou loup (Méditerranée), cru, sauvage";34;43;2079;"1";11,96 €;100;0;0;0
2080;"Bar commun ou loup (Méditerranée), cru, élevage";34;43;2080;"1";15,01 €;100;0;0;0
2081;"Sébaste du nord, ou dorade sébaste, ou daurade sébaste, crue";34;43;2081;"1";8,15 €;100;0;0;0
2082;"Hoki, tout lieu de pêche, cru";34;43;2082;"1";12,72 €;100;0;0;0
2083;"Grenadier bleu ou hoki de Nouvelle-Zélande, cru";34;43;2083;"1";12,72 €;100;0;0;0
2084;"Grondin perlon, cru";34;43;2084;"1";7,39 €;100;0;0;0
2085;"Merlu blanc du Cap, surgelé, cru";34;43;2085;"1";5,82 €;100;0;0;0
2086;"Chinchard maigre, cru";34;43;2086;"1";6,59 €;100;0;0;0
2087;"Chinchard gras, cru";34;43;2087;"1";8,49 €;100;0;0;0
2088;"Hareng maigre, cru";34;43;2088;"1";8,49 €;100;0;0;0
2089;"Hareng gras, cru";34;43;2089;"1";7,16 €;100;0;0;0
2090;"Joëls (petits poissons entiers) pour friture, crus";34;43;2090;"1";8,61 €;100;0;0;0
2091;"Empereur, filet, sans peau, cru";34;43;2091;"1";8,26 €;100;0;0;0
2092;"Rouget-barbet, filet avec peau, surgelé, cru (Thaïlande, Sénégal…)";34;43;2092;"1";6,93 €;100;0;0;0
2093;"Carpe, crue, élevage";34;43;2093;"1";6,05 €;100;0;0;0
2094;"Truite d'élevage, crue";34;43;2094;"1";7,35 €;100;0;0;0
2095;"Truite arc en ciel, crue, élevage";34;43;2095;"1";5,82 €;100;0;0;0
2096;"Perche, crue";34;43;2096;"1";8,61 €;100;0;0;0
2097;"Brochet, cru";34;43;2097;"1";8,49 €;100;0;0;0
2098;"Esturgeon, cru";34;43;2098;"1";8,61 €;100;0;0;0
2099;"Anguille, crue";34;43;2099;"1";10,97 €;100;0;0;0
2100;"Pangasius ou Poisson-chat, cru";34;43;2100;"1";11,16 €;100;0;0;0
2101;"Tilapia, cru";34;43;2101;"1";14,21 €;100;0;0;0
2102;"Truite saumonée, crue";34;43;2102;"1";7,35 €;100;0;0;0
2103;"Lotte de rivière, crue";34;43;2103;"1";11,92 €;100;0;0;0
2104;"Sandre, cru";34;43;2104;"1";11,92 €;100;0;0;0
2105;"Perche du Nil, crue";34;43;2105;"1";6,59 €;100;0;0;0
2106;"Coquille Saint-Jacques, noix et corail, cuite";34;36;2106;"1";10,06 €;100;0;0;0
2107;"Crevette, cuite";34;36;2107;"1";11,51 €;100;0;0;0
2108;"Homard, bouilli/cuit à l'eau";34;36;2108;"1";11,16 €;100;0;0;0
2109;"Moule, bouillie/cuite à l'eau";34;36;2109;"1";9,83 €;100;0;0;0
2110;"Bulot ou Buccin, cuit";34;36;2110;"1";8,95 €;100;0;0;0
2111;"Langouste, bouillie/cuite à l'eau";34;36;2111;"1";10,25 €;100;0;0;0
2112;"Crabe ou Tourteau, bouilli/cuit à l'eau";34;36;2112;"1";8,72 €;100;0;0;0
2113;"Clam, Praire ou Palourde, bouilli/cuit à l'eau";34;36;2113;"1";11,51 €;100;0;0;0
2114;"Écrevisse, cuite";34;36;2114;"1";11,39 €;100;0;0;0
2115;"Calmar ou calamar ou encornet, bouilli/cuit à l'eau";34;36;2115;"1";11,51 €;100;0;0;0
2116;"Fruits de mer (aliment moyen)";34;36;2116;"1";13,87 €;100;0;0;0
2117;"Poulpe, cuit";34;36;2117;"1";14,06 €;100;0;0;0
2118;"Fruits de mer, cuits, surgelés";34;36;2118;"1";17,11 €;100;0;0;0
2119;"Calmar ou calamar ou encornet, frit ou poêlé avec matière grasse";34;36;2119;"1";10,25 €;100;0;0;0
2120;"Escargot, sans matière grasse ajoutée, cuit";34;36;2120;"1";14,82 €;100;0;0;0
2121;"Calmar ou calamar ou encornet, cru";34;35;2121;"1";14,82 €;100;0;0;0
2122;"Coquille Saint-Jacques, noix et corail, crue";34;35;2122;"1";9,49 €;100;0;0;0
2123;"Escargot, cru";34;35;2123;"1";7,92 €;100;0;0;0
2124;"Homard, cru";34;35;2124;"1";8,69 €;100;0;0;0
2125;"Huître, sans précision, crue";34;35;2125;"1";10,59 €;100;0;0;0
2126;"Moule commune, crue";34;35;2126;"1";10,59 €;100;0;0;0
2127;"Langouste, crue";34;35;2127;"1";9,26 €;100;0;0;0
2128;"Seiche, crue";34;35;2128;"1";10,71 €;100;0;0;0
2129;"Clam, Praire ou Palourde, cru";34;35;2129;"1";10,36 €;100;0;0;0
2130;"Poulpe, cru";34;35;2130;"1";9,03 €;100;0;0;0
2131;"Bulot ou Buccin, cru";34;35;2131;"1";8,15 €;100;0;0;0
2132;"Crevette, crue";34;35;2132;"1";9,45 €;100;0;0;0
2133;"Langoustine, crue";34;35;2133;"1";7,92 €;100;0;0;0
2134;"Moule de Méditerranée, crue";34;35;2134;"1";10,71 €;100;0;0;0
2135;"Écrevisse, crue";34;35;2135;"1";10,59 €;100;0;0;0
2136;"Huître creuse, crue";34;35;2136;"1";10,71 €;100;0;0;0
2137;"Huître plate, crue";34;35;2137;"1";13,07 €;100;0;0;0
2138;"Crevette, surgelée, crue";34;35;2138;"1";13,26 €;100;0;0;0
2139;"Crabe, cru";34;35;2139;"1";16,31 €;100;0;0;0
2140;"Ormeau, cru";34;35;2140;"1";9,45 €;100;0;0;0
2141;"Coquille Saint-Jacques, noix, crue";34;35;2141;"1";14,02 €;100;0;0;0
2142;"Pecten d'Amérique ou Peigne du canada, noix, crue";34;35;2142;"1";14,02 €;100;0;0;0
2143;"Pétoncle ou Peigne du Pérou, noix, crue";34;35;2143;"1";8,69 €;100;0;0;0
2144;"Crevette rose, crue";34;35;2144;"1";9,62 €;100;0;0;0
2145;"Grenouille, cuisse, crue";34;35;2145;"1";10,39 €;100;0;0;0
2146;"Rillettes de crabe";34;45;2146;"1";12,29 €;100;0;0;0
2147;"Rillettes de poisson";34;45;2147;"1";12,29 €;100;0;0;0
2148;"Rillettes de saumon";34;45;2148;"1";10,96 €;100;0;0;0
2149;"Rillettes de thon";34;45;2149;"1";12,41 €;100;0;0;0
2150;"Rillettes de maquereau";34;45;2150;"1";12,06 €;100;0;0;0
2151;"Terrine de poisson";34;45;2151;"1";10,73 €;100;0;0;0
2152;"Terrine de fruits de mer, avec ou sans poisson";34;45;2152;"1";9,85 €;100;0;0;0
2153;"Tarama, préemballé";34;45;2153;"1";11,15 €;100;0;0;0
2154;"Calmar ou Calamar ou encornet, à la romaine (beignet)";34;45;2154;"1";9,62 €;100;0;0;0
2155;"Crabe, miettes et ou pattes décortiquées, appertisé, égoutté";34;45;2155;"1";12,41 €;100;0;0;0
2156;"Langoustine, panée, frite";34;45;2156;"1";12,29 €;100;0;0;0
2157;"Beignet de crevette";34;45;2157;"1";12,41 €;100;0;0;0
2158;"Moule, appertisée, égouttée";34;45;2158;"1";14,77 €;100;0;0;0
2159;"Escargot en sauce au beurre persillé, cuit";34;45;2159;"1";14,96 €;100;0;0;0
2160;"Moules à la sauce catalane ou escabèche (tomate), appertisée, égouttée";34;45;2160;"1";18,01 €;100;0;0;0
2161;"Accra de poisson";34;45;2161;"1";11,15 €;100;0;0;0
2162;"Carpaccio de saumon avec marinade";34;45;2162;"1";15,72 €;100;0;0;0
2163;"Anchois, filets roulés aux câpres, semi-conserve, égoutté";34;45;2163;"1";15,72 €;100;0;0;0
2164;"Anchois, filets à l'huile, semi-conserve, égoutté";34;45;2164;"1";10,39 €;100;0;0;0
2165;"Carrelet ou plie, pané, frit";34;45;2165;"1";8,82 €;100;0;0;0
2166;"Oeufs de lompe, semi-conserve";34;45;2166;"1";9,59 €;100;0;0;0
2167;"Caviar, semi-conserve";34;45;2167;"1";11,49 €;100;0;0;0
2168;"Hareng mariné ou rollmops";34;45;2168;"1";11,49 €;100;0;0;0
2169;"Limande-sole, panée, frite";34;45;2169;"1";10,16 €;100;0;0;0
2170;"Pilchard, sauce tomate, appertisé, égoutté";34;45;2170;"1";11,61 €;100;0;0;0
2171;"Poisson, croquette ou beignet ou nuggets, frit";34;45;2171;"1";11,26 €;100;0;0;0
2172;"Poisson pané, surgelé, cru";34;45;2172;"1";9,93 €;100;0;0;0
2173;"Poisson pané, frit";34;45;2173;"1";9,05 €;100;0;0;0
2174;"Sardine, à l'huile, appertisée, égouttée";34;45;2174;"1";10,35 €;100;0;0;0
2175;"Sardine, sauce tomate, appertisée, égouttée";34;45;2175;"1";8,82 €;100;0;0;0
2176;"Thon, au naturel, appertisé, égoutté";34;45;2176;"1";11,61 €;100;0;0;0
2177;"Sardine, à l'huile d'olive, appertisée, égouttée";34;45;2177;"1";11,49 €;100;0;0;0
2178;"Surimi, bâtonnets, tranche ou râpé saveur crabe";34;45;2178;"1";11,61 €;100;0;0;0
2179;"Oeufs de cabillaud, fumés, semi-conserve";34;45;2179;"1";13,97 €;100;0;0;0
2180;"Thon à l'huile, appertisé, égoutté";34;45;2180;"1";14,16 €;100;0;0;0
2181;"Thon germon ou thon blanc, cuit à la vapeur sous pression";34;45;2181;"1";17,21 €;100;0;0;0
2182;"Maquereau, filet sauce tomate, appertisé, égoutté";34;45;2182;"1";10,35 €;100;0;0;0
2183;"Maquereau, filet sauce moutarde, appertisé, égoutté";34;45;2183;"1";14,92 €;100;0;0;0
2184;"Maquereau, filet au vin blanc, appertisé, égoutté";34;45;2184;"1";14,92 €;100;0;0;0
2185;"Saumon, appertisé, égoutté";34;45;2185;"1";9,59 €;100;0;0;0
2186;"Maquereau, au naturel, appertisé, égoutté";34;45;2186;"1";6,62 €;100;0;0;0
2187;"Merlan, pané";34;45;2187;"1";7,39 €;100;0;0;0
2188;"Foie de morue, appertisé, égoutté";34;45;2188;"1";9,29 €;100;0;0;0
2189;"Anchois au sel (anchoité, semi-conserve)";34;45;2189;"1";9,29 €;100;0;0;0
2190;"Thon germon ou thon blanc, à l'huile d'olive, appertisé, égoutté";34;45;2190;"1";7,96 €;100;0;0;0
2191;"Thon albacore ou thon jaune, au naturel, appertisé, égoutté";34;45;2191;"1";9,41 €;100;0;0;0
2192;"Maquereau, mariné";34;45;2192;"1";9,06 €;100;0;0;0
2193;"Anchois commun, mariné";34;45;2193;"1";7,73 €;100;0;0;0
2194;"Sardine, filets sans arêtes à l'huile d'olive, appertisés, égouttés";34;45;2194;"1";6,85 €;100;0;0;0
2195;"Surimi, fourré au fromage";34;45;2195;"1";8,15 €;100;0;0;0
2196;"Miettes de thon à la tomate, appertisées";34;45;2196;"1";6,62 €;100;0;0;0
2197;"Thon, à la catalane ou à l'escabèche (sauce tomate), appertisé";34;45;2197;"1";9,41 €;100;0;0;0
2198;"Miettes de thon à l'huile, appertisées";34;45;2198;"1";9,29 €;100;0;0;0
2199;"Oeufs de saumon, semi-conserve";34;45;2199;"1";9,41 €;100;0;0;0
2200;"Oeuf, blanc (blanc d'oeuf), cuit";34;37;43203;"1";11,77 €;100;0;0;0
2201;"Oeuf, jaune (jaune d'oeuf), cuit";34;37;43204;"1";11,96 €;100;0;0;0
2202;"Oeuf, dur";34;37;43205;"1";15,01 €;100;0;0;0
2203;"Oeuf, poché";34;37;43206;"1";8,15 €;100;0;0;0
2204;"Oeuf, à la coque";34;37;43207;"1";12,72 €;100;0;0;0
2205;"Oeuf, brouillé, avec matière grasse";34;37;43208;"1";12,72 €;100;0;0;0
2206;"Oeuf, au plat, sans matière grasse";34;37;43209;"1";7,39 €;100;0;0;0
2207;"Oeuf, cru";34;37;43210;"1";5,82 €;100;0;0;0
2208;"Oeuf, blanc (blanc d'oeuf), cru";34;37;43211;"1";6,59 €;100;0;0;0
2209;"Oeuf, jaune (jaune d'oeuf), cru";34;37;43212;"1";8,49 €;100;0;0;0
2210;"Oeuf de caille, cru";34;37;43213;"1";8,49 €;100;0;0;0
2211;"Oeuf de cane, cru";34;37;43214;"1";7,16 €;100;0;0;0
2212;"Oeuf d'oie, cru";34;37;43215;"1";8,61 €;100;0;0;0
2213;"Oeuf de dinde, cru";34;37;43216;"1";8,26 €;100;0;0;0
2214;"Oeuf, jaune (jaune d'oeuf), en poudre";34;37;43217;"1";6,93 €;100;0;0;0
2215;"Oeuf, blanc (blanc d'oeuf), en poudre";34;37;43218;"1";6,05 €;100;0;0;0
2216;"Oeuf, en poudre";34;37;43219;"1";7,35 €;100;0;0;0
2217;"Omelette au fromage";34;37;43220;"1";5,82 €;100;0;0;0
2218;"Omelette aux lardons";34;37;43221;"1";8,61 €;100;0;0;0
2219;"Omelette aux champignons";34;37;43222;"1";8,49 €;100;0;0;0
2220;"Omelette aux fines herbes";34;37;43223;"1";8,61 €;100;0;0;0
2221;"Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons)";34;37;43224;"1";10,97 €;100;0;0;0
2222;"Omelette, garnitures diverses : légumes, fromages, viandes... (aliment moyen)";34;37;43225;"1";11,16 €;100;0;0;0
2223;"Lait entier, UHT";34;30;52325;"1";14,21 €;100;0;0;0
2224;"Lait entier, pasteurisé";34;30;52326;"1";7,35 €;100;0;0;0
2225;"Lait demi-écrémé, UHT";34;30;52327;"1";11,92 €;100;0;0;0
2226;"Lait demi-écrémé, pasteurisé";34;30;52328;"1";11,92 €;100;0;0;0
2227;"Lait demi-écrémé, UHT, enrichi en vitamines";34;30;52329;"1";6,59 €;100;0;0;0
2228;"Lait écrémé, UHT";34;30;52330;"1";4,47 €;100;0;0;0
2229;"Lait écrémé, pasteurisé";34;30;52331;"1";5,24 €;100;0;0;0
2230;"Lait demi-écrémé, à teneur réduite en lactose";34;30;52332;"1";7,14 €;100;0;0;0
2231;"Lait de chèvre, entier, UHT";34;30;52333;"1";7,14 €;100;0;0;0
2232;"Lait de chèvre, demi-écrémé, UHT";34;30;52334;"1";5,81 €;100;0;0;0
2233;"Lait de chèvre, entier, cru";34;30;52335;"1";7,26 €;100;0;0;0
2234;"Lait de jument, entier";34;30;52336;"1";6,91 €;100;0;0;0
2235;"Lait de brebis, entier";34;30;52337;"1";5,58 €;100;0;0;0
2236;"Lait en poudre, entier";34;30;52338;"1";4,70 €;100;0;0;0
2237;"Lait concentré non sucré, entier";34;30;52339;"1";6,00 €;100;0;0;0
2238;"Lait concentré sucré, entier";34;30;52340;"1";4,47 €;100;0;0;0
2239;"Lait en poudre, demi-écrémé";34;30;52341;"1";7,26 €;100;0;0;0
2240;"Lait en poudre, écrémé";34;30;52342;"1";7,14 €;100;0;0;0
2241;"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré";34;46;52444;"1";7,26 €;100;0;0;0
2242;"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré";34;46;52445;"1";9,62 €;100;0;0;0
2243;"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré";34;46;52446;"1";9,81 €;100;0;0;0
2244;"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei";34;46;52447;"1";12,86 €;100;0;0;0
2245;"Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus";34;46;52448;"1";6,00 €;100;0;0;0
2246;"Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus";34;46;52449;"1";10,57 €;100;0;0;0
2247;"Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus";34;46;52450;"1";10,57 €;100;0;0;0
2248;"Yaourt à la grecque, au lait de brebis";34;46;52451;"1";5,24 €;100;0;0;0
2249;"Yaourt à la grecque, sur lit de fruits";34;46;52452;"1";3,67 €;100;0;0;0
2250;"Yaourt au lait de chèvre, nature, 5% MG environ";34;46;52453;"1";4,44 €;100;0;0;0
2251;"Yaourt, lait fermenté ou spécialité laitière, aux céréales, 0% MG";34;46;52454;"1";6,34 €;100;0;0;0
2252;"Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG";34;46;52455;"1";6,34 €;100;0;0;0
2253;"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré";34;46;52456;"1";5,01 €;100;0;0;0
